Fid,trip_id,starttime,stoptime,bikeid,tripduration,from_station_id,from_station_name,to_station_id,to_station_name,usertype,gender,birthyear,Label
10.42.0.211-10.42.0.1-26845-53-17,9069949,3/30/2022 17:39,3/30/2022 17:49,1852,620,111,Sedgwick St & Huron St,289,Wells St & Concord Ln,Subscriber,Female,1989,0
10.42.0.211-104.208.28.54-59969-443-6,9069944,3/30/2022 17:39,3/30/2022 17:41,202,147,153,Southport Ave & Wellington Ave,152,Lincoln Ave & Diversey Pkwy,Subscriber,Male,1991,1
10.42.0.42-119.146.74.33-40531-443-6,9069868,3/30/2022 17:33,3/30/2022 17:55,631,1328,98,LaSalle St & Washington St,143,Sedgwick St & Webster Ave,Subscriber,Male,1968,0
10.42.0.1-10.42.0.42-53-32222-17,9069553,3/30/2022 17:18,3/30/2022 17:23,4521,345,76,Lake Shore Dr & Monroe St,35,Streeter Dr & Grand Ave,Customer,,1985,0
10.42.0.211-10.42.0.1-60007-53-17,9069523,3/30/2022 17:16,3/30/2022 17:22,3568,347,71,Morgan St & Lake St,91,Clinton St & Washington Blvd,Subscriber,Male,1973,1
172.217.12.170-10.42.0.42-443-59096-6,9069366,3/30/2022 17:10,3/30/2022 17:18,28,459,364,Larrabee St & Oak St,77,Clinton St & Madison St,Subscriber,Male,1982,1
10.42.0.211-115.239.210.141-34709-80-6,9069347,3/30/2022 17:09,3/30/2022 17:30,3557,1252,134,Peoria St & Jackson Blvd,333,Ashland Ave & Blackhawk St,Subscriber,Male,1981,0
10.42.0.211-69.147.82.61-43770-443-6,9069343,3/30/2022 17:09,3/30/2022 17:21,2410,743,106,State St & Pearson St,192,Canal St & Adams St,Subscriber,Male,1980,0
10.42.0.151-54.230.38.248-59915-443-6,9069244,3/30/2022 17:05,3/30/2022 17:09,12,215,301,Clark St & Schiller St,182,Wells St & Elm St,Subscriber,Female,1983,1
172.217.6.227-10.42.0.151-443-43056-6,9069188,3/30/2022 17:03,3/30/2022 17:06,1020,201,3,Shedd Aquarium,255,Indiana Ave & Roosevelt Rd,Subscriber,Male,1989,1
203.205.158.53-10.42.0.151-80-38452-6,9069176,3/30/2022 17:03,3/30/2022 17:08,1605,327,174,Canal St & Madison St,43,Michigan Ave & Washington St,Subscriber,Male,1974,0
10.42.0.211-52.71.229.141-38260-443-6,9069175,3/30/2022 17:03,3/30/2022 17:14,4178,677,92,Carpenter St & Huron St,31,Franklin St & Chicago Ave,Subscriber,Male,1954,0
172.217.9.234-10.42.0.211-443-37073-6,9069139,3/30/2022 17:01,3/30/2022 17:11,3203,584,40,LaSalle St & Adams St,174,Canal St & Madison St,Subscriber,Female,1978,1
10.42.0.211-10.42.0.1-60004-53-17,9069080,3/30/2022 16:59,3/30/2022 17:15,3148,975,75,Canal St & Jackson Blvd,176,Clark St & Elm St,Subscriber,Male,1964,0
180.149.136.194-10.42.0.151-80-34450-6,9069063,3/30/2022 16:58,3/30/2022 17:08,3377,575,23,Orleans St & Elm St (*),23,Orleans St & Elm St (*),Subscriber,Male,1976,1
173.241.242.143-10.42.0.211-443-37535-6,9069052,3/30/2022 16:57,3/30/2022 17:00,1532,180,158,Milwaukee Ave & Wabansia Ave,116,Western Ave & Winnebago Ave,Subscriber,Female,1979,0
10.42.0.151-10.42.0.1-21272-53-17,9068892,3/30/2022 16:49,3/30/2022 16:58,3951,545,81,Daley Center Plaza,233,Sangamon St & Washington Blvd (*),Subscriber,Male,1977,0
192.229.173.173-10.42.0.211-80-39748-6,9068844,3/30/2022 16:47,3/30/2022 16:52,4368,293,98,LaSalle St & Washington St,75,Canal St & Jackson Blvd,Subscriber,Male,1983,1
192.229.173.136-10.42.0.151-443-43156-6,9068682,3/30/2022 16:38,3/30/2022 16:48,2194,620,100,Orleans St & Merchandise Mart Plaza,346,Ada St & Washington Blvd,Subscriber,Male,1983,0
172.217.10.68-10.42.0.151-443-33767-6,9068501,3/30/2022 16:28,3/30/2022 16:34,4623,382,17,Wood St & Division St,285,Wood St & Grand Ave,Subscriber,Male,1985,1
10.42.0.211-64.71.142.124-43099-443-6,9068371,3/30/2022 16:20,3/30/2022 16:56,25,2147,138,Clybourn Ave & Division St,145,Mies van der Rohe Way & Chestnut St,Customer,,1985,0
10.42.0.42-52.84.40.223-38597-80-6,9068227,3/30/2022 16:10,3/30/2022 16:13,3969,156,106,State St & Pearson St,25,Michigan Ave & Pearson St,Subscriber,Male,1985,0
172.217.9.238-10.42.0.42-443-34303-6,9068070,3/30/2022 15:58,3/30/2022 16:09,2648,675,24,Fairbanks Ct & Grand Ave,98,LaSalle St & Washington St,Subscriber,Male,1962,1
220.170.182.31-10.42.0.151-443-34354-6,9068058,3/30/2022 15:57,3/30/2022 16:09,3826,692,85,Michigan Ave & Oak St,288,Larrabee St & Armitage Ave,Subscriber,Male,1976,0
180.149.136.194-10.42.0.211-80-36115-6,9068002,3/30/2022 15:53,3/30/2022 16:20,652,1659,76,Lake Shore Dr & Monroe St,90,Millennium Park,Customer,,1985,1
172.217.11.45-10.42.0.42-443-60172-6,9067969,3/30/2022 15:50,3/30/2022 16:01,3464,617,71,Morgan St & Lake St,44,State St & Randolph St,Subscriber,Female,1983,1
10.42.0.211-10.42.0.1-64562-53-17,9067916,3/30/2022 15:47,3/30/2022 15:51,2326,282,110,Dearborn St & Erie St,47,State St & Kinzie St,Subscriber,Male,1990,0
157.240.2.35-10.42.0.211-443-47586-6,9067854,3/30/2022 15:42,3/30/2022 15:54,2786,721,350,Ashland Ave & Chicago Ave,53,Wells St & Huron St,Subscriber,Male,1981,0
172.217.10.78-10.42.0.151-443-42674-6,9067847,3/30/2022 15:41,3/30/2022 15:52,2922,632,146,Loomis St & Jackson Blvd,77,Clinton St & Madison St,Subscriber,Female,1964,0
174.35.73.148-10.42.0.42-80-47178-6,9067793,3/30/2022 15:36,3/30/2022 15:46,187,647,230,Lincoln Ave & Roscoe St,166,Ashland Ave & Wrightwood Ave,Subscriber,Female,1959,1
205.204.101.182-10.42.0.151-443-55871-6,9067787,3/30/2022 15:35,3/30/2022 16:15,549,2435,177,Theater on the Lake,177,Theater on the Lake,Customer,,1985,1
10.42.0.151-119.146.74.34-35396-80-6,9067777,3/30/2022 15:34,3/30/2022 15:48,3280,865,37,Dearborn St & Adams St,72,Wabash Ave & 16th St,Subscriber,Male,1977,1
183.232.231.30-10.42.0.151-443-51283-6,9067771,3/30/2022 15:34,3/30/2022 15:46,1777,777,59,Wabash Ave & Roosevelt Rd,57,Clinton St & Roosevelt Rd,Subscriber,Female,1963,0
10.42.0.42-104.193.88.109-41640-80-6,9067640,3/30/2022 15:22,3/30/2022 15:30,4401,480,94,Clark St & Armitage Ave,340,Clark St & Wrightwood Ave,Customer,,1985,1
10.42.0.211-52.84.143.189-48565-443-6,9067504,3/30/2022 15:12,3/30/2022 15:23,3442,655,241,Morgan St & Polk St,91,Clinton St & Washington Blvd,Subscriber,Female,1965,1
172.217.11.14-10.42.0.151-443-54637-6,9067497,3/30/2022 15:11,3/30/2022 15:27,4355,982,35,Streeter Dr & Grand Ave,329,Lake Shore Dr & Diversey Pkwy,Customer,,1985,0
172.217.10.138-10.42.0.42-443-37664-6,9067422,3/30/2022 15:01,3/30/2022 15:20,4460,1101,228,Damen Ave & Melrose Ave,225,Halsted St & Dickens Ave,Subscriber,Male,1987,1
163.177.93.221-10.42.0.151-80-50036-6,9067381,3/30/2022 14:57,3/30/2022 15:07,4811,598,26,McClurg Ct & Illinois St,173,Mies van der Rohe Way & Chicago Ave,Subscriber,Male,1985,0
10.42.0.151-10.42.0.1-8419-53-17,9067372,3/30/2022 14:56,3/30/2022 15:02,387,359,133,Kingsbury St & Kinzie St,287,Franklin St & Monroe St,Subscriber,Male,1982,0
157.240.2.20-10.42.0.151-443-47424-6,9067315,3/30/2022 14:49,3/30/2022 14:55,1991,338,212,Orleans St & Ohio St,110,Dearborn St & Erie St,Subscriber,Female,1955,0
172.217.9.238-10.42.0.42-443-54906-6,9067131,3/30/2022 14:24,3/30/2022 14:27,285,199,112,Green St & Randolph St,80,Aberdeen St & Monroe St,Subscriber,Male,1973,0
182.22.25.124-10.42.0.211-443-54099-6,9067020,3/30/2022 14:10,3/30/2022 14:25,96,897,342,Wolcott Ave & Polk St,91,Clinton St & Washington Blvd,Subscriber,Male,1969,1
10.42.0.211-103.235.46.211-33647-443-6,9066975,3/30/2022 14:07,3/30/2022 14:26,4058,1149,96,Desplaines St & Randolph St,13,Wilton Ave & Diversey Pkwy,Subscriber,Male,1980,0
172.217.10.227-10.42.0.151-443-56850-6,9066829,3/30/2022 13:48,3/30/2022 13:53,1816,336,18,Wacker Dr & Washington St,197,Michigan Ave & Madison St,Subscriber,Male,1982,1
10.42.0.151-106.39.169.66-44464-80-6,9066809,3/30/2022 13:44,3/30/2022 14:35,4211,3036,424,Museum of Science and Industry,76,Lake Shore Dr & Monroe St,Customer,,1985,1
180.76.138.25-10.42.0.211-80-45371-6,9066806,3/30/2022 13:45,3/30/2022 13:55,3503,639,123,California Ave & Milwaukee Ave,496,Avers Ave & Belmont Ave,Subscriber,Male,1984,1
172.217.12.206-10.42.0.211-443-42847-6,9066785,3/30/2022 13:42,3/30/2022 13:47,1034,317,109,900 W Harrison St,71,Morgan St & Lake St,Subscriber,Male,1959,1
172.217.10.78-10.42.0.151-443-36870-6,9066685,3/30/2022 13:29,3/30/2022 13:50,384,1232,49,Dearborn St & Monroe St,289,Wells St & Concord Ln,Subscriber,Female,1996,0
172.217.12.206-10.42.0.211-443-57401-6,9066622,3/30/2022 13:22,3/30/2022 13:34,1817,731,73,Jefferson St & Monroe St,59,Wabash Ave & Roosevelt Rd,Subscriber,Male,1983,1
10.42.0.42-74.119.119.68-48406-443-6,9066603,3/30/2022 13:21,3/30/2022 13:25,3712,289,181,LaSalle St & Illinois St,133,Kingsbury St & Kinzie St,Subscriber,Female,1986,0
216.58.217.99-10.42.0.151-80-42366-6,9066601,3/30/2022 13:20,3/30/2022 13:35,157,919,86,Eckhart Park,373,Kedzie Ave & Chicago Ave,Subscriber,Male,1979,0
10.42.0.211-10.42.0.1-14580-53-17,9066596,3/30/2022 13:20,3/30/2022 13:27,2853,436,121,Blackstone Ave & Hyde Park Blvd,423,University Ave & 57th St,Subscriber,Male,1985,1
151.101.2.2-10.42.0.211-443-58852-6,9066595,3/30/2022 13:20,3/30/2022 13:25,571,341,241,Morgan St & Polk St,80,Aberdeen St & Monroe St,Subscriber,Male,1990,0
203.205.144.183-10.42.0.151-80-44892-6,9066592,3/30/2022 13:19,3/30/2022 13:33,2906,794,164,Franklin St & Lake St,26,McClurg Ct & Illinois St,Subscriber,Male,1959,0
10.42.0.151-31.13.80.5-58411-443-6,9066509,3/30/2022 13:10,3/30/2022 13:20,3224,634,282,Halsted St & Maxwell St,317,Wood St & Taylor St,Subscriber,Female,1988,0
10.42.0.211-23.66.169.52-54354-80-6,9066457,3/30/2022 13:01,3/30/2022 13:06,2026,271,177,Theater on the Lake,313,Lakeview Ave & Fullerton Pkwy,Customer,,1985,0
10.42.0.211-52.84.29.55-58547-443-6,9066347,3/30/2022 12:47,3/30/2022 12:55,1825,454,163,Damen Ave & Clybourn Ave,219,Damen Ave & Cortland St,Customer,,1985,0
172.217.10.240-10.42.0.42-443-58875-6,9066344,3/30/2022 12:47,3/30/2022 13:04,4366,1013,4,Burnham Harbor,178,State St & 19th St,Customer,,1985,0
174.35.73.136-10.42.0.211-80-54259-6,9066333,3/30/2022 12:45,3/30/2022 13:08,3203,1375,177,Theater on the Lake,76,Lake Shore Dr & Monroe St,Subscriber,Female,1989,1
10.42.0.42-103.235.46.211-39401-443-6,9066249,3/30/2022 12:35,3/30/2022 12:39,3486,205,199,Wabash Ave & Grand Ave,194,Wabash Ave & Wacker Pl,Subscriber,Male,1970,0
10.42.0.211-66.231.239.96-36974-443-6,9066233,3/30/2022 12:34,3/30/2022 12:55,2789,1300,127,Lincoln Ave & Fullerton Ave,91,Clinton St & Washington Blvd,Subscriber,Female,1992,0
172.217.10.78-10.42.0.42-443-50022-6,9066191,3/30/2022 12:28,3/30/2022 12:31,4549,207,507,Humboldt Blvd & Armitage Ave,123,California Ave & Milwaukee Ave,Subscriber,Male,1972,0
220.243.235.201-10.42.0.42-80-52596-6,9066172,3/30/2022 12:26,3/30/2022 12:32,903,396,46,Wells St & Walton St,100,Orleans St & Merchandise Mart Plaza,Subscriber,Male,1989,0
172.217.10.110-10.42.0.211-443-53493-6,9066162,3/30/2022 12:23,3/30/2022 12:30,506,396,37,Dearborn St & Adams St,191,Canal St & Monroe St (*),Subscriber,Male,1974,0
172.217.9.227-10.42.0.151-443-51827-6,9065947,3/30/2022 12:01,3/30/2022 12:21,3336,1164,75,Canal St & Jackson Blvd,288,Larrabee St & Armitage Ave,Subscriber,Male,1965,1
10.42.0.151-10.42.0.1-34120-53-17,9065747,3/30/2022 11:38,3/30/2022 11:42,805,253,71,Morgan St & Lake St,198,Green St & Madison St,Subscriber,Male,1985,0
172.217.10.131-10.42.0.42-443-52663-6,9065662,3/30/2022 11:27,3/30/2022 11:55,1250,1703,13,Wilton Ave & Diversey Pkwy,98,LaSalle St & Washington St,Subscriber,Female,1965,0
10.42.0.151-125.39.133.40-59413-80-6,9065566,3/30/2022 11:14,3/30/2022 11:37,652,1354,76,Lake Shore Dr & Monroe St,35,Streeter Dr & Grand Ave,Customer,,1985,0
10.42.0.1-10.42.0.42-53-33499-17,9065241,3/30/2022 10:27,3/30/2022 11:05,74,2294,173,Mies van der Rohe Way & Chicago Ave,161,Rush St & Superior St,Customer,,1985,1
172.217.10.42-10.42.0.211-443-37091-6,9065171,3/30/2022 10:16,3/30/2022 10:19,1165,219,37,Dearborn St & Adams St,98,LaSalle St & Washington St,Subscriber,Male,1981,0
216.58.219.234-10.42.0.211-443-56290-6,9065041,3/30/2022 9:56,3/30/2022 9:58,226,90,141,Clark St & Lincoln Ave,289,Wells St & Concord Ln,Subscriber,Male,1986,0
10.42.0.151-10.42.0.1-38249-53-17,9064953,3/30/2022 9:45,3/30/2022 9:52,723,439,510,Spaulding Ave & Division St,305,Western Ave & Division St,Subscriber,Female,1986,1
10.42.0.211-36.110.213.49-35297-80-6,9064934,3/30/2022 9:40,3/30/2022 9:43,3033,154,121,Blackstone Ave & Hyde Park Blvd,416,Dorchester Ave & 49th St,Subscriber,Female,1967,1
222.73.28.96-10.42.0.211-80-36868-6,9064901,3/30/2022 9:34,3/30/2022 9:43,2199,542,86,Eckhart Park,119,Ashland Ave & Lake St,Subscriber,Female,1980,1
10.42.0.151-23.67.1.79-50403-443-6,9064792,3/30/2022 9:21,3/30/2022 9:40,3046,1115,325,Clark St & Winnemac Ave,229,Southport Ave & Roscoe St,Subscriber,Male,1988,0
10.42.0.211-10.42.0.1-41313-53-17,9064758,3/30/2022 9:18,3/30/2022 9:30,1959,760,58,Marshfield Ave & Cortland St,327,Sheffield Ave & Webster Ave,Subscriber,Female,1958,1
10.42.0.151-10.42.0.1-53701-53-17,9064690,3/30/2022 9:13,3/30/2022 9:18,2647,320,134,Peoria St & Jackson Blvd,36,Franklin St & Jackson Blvd,Subscriber,Male,1988,1
172.217.9.234-10.42.0.151-443-52936-6,9064580,3/30/2022 9:03,3/30/2022 9:08,44,302,91,Clinton St & Washington Blvd,51,Clark St & Randolph St,Subscriber,Male,1973,0
10.42.0.151-117.121.27.12-43054-80-6,9064510,3/30/2022 8:58,3/30/2022 9:09,3699,693,37,Dearborn St & Adams St,21,Aberdeen St & Jackson Blvd,Subscriber,Female,1987,1
10.42.0.211-23.208.168.108-34142-443-6,9064501,3/30/2022 8:57,3/30/2022 9:06,2825,520,321,Wabash Ave & 8th St,81,Daley Center Plaza,Subscriber,Male,1964,1
180.76.145.14-10.42.0.211-80-45080-6,9064486,3/30/2022 8:56,3/30/2022 9:01,606,336,247,Shore Dr & 55th St,423,University Ave & 57th St,Subscriber,Male,1986,1
10.42.0.211-52.84.29.154-52842-443-6,9064446,3/30/2022 8:53,3/30/2022 9:05,197,702,56,Desplaines St & Kinzie St,196,Cityfront Plaza Dr & Pioneer Ct,Subscriber,Female,1965,1
10.42.0.211-54.210.134.22-52029-80-6,9064374,3/30/2022 8:49,3/30/2022 8:54,1321,318,91,Clinton St & Washington Blvd,233,Sangamon St & Washington Blvd (*),Subscriber,Male,1981,1
183.56.172.140-10.42.0.151-80-59425-6,9064368,3/30/2022 8:48,3/30/2022 9:02,3633,818,147,Indiana Ave & 26th St,45,Michigan Ave & Congress Pkwy,Subscriber,Male,1971,1
172.217.10.234-10.42.0.151-443-59132-6,9064344,3/30/2022 8:47,3/30/2022 8:50,3431,203,318,Southport Ave & Irving Park Rd,240,Sheridan Rd & Irving Park Rd,Subscriber,Male,1982,0
172.217.9.238-10.42.0.151-443-46305-6,9064339,3/30/2022 8:47,3/30/2022 8:54,4619,451,186,Ogden Ave & Race Ave,80,Aberdeen St & Monroe St,Subscriber,Female,1985,1
172.217.6.196-10.42.0.211-443-34291-6,9064177,3/30/2022 8:39,3/30/2022 8:46,2985,444,191,Canal St & Monroe St (*),133,Kingsbury St & Kinzie St,Subscriber,Male,1976,0
10.42.0.151-10.42.0.1-61908-53-17,9064104,3/30/2022 8:36,3/30/2022 8:45,4440,582,191,Canal St & Monroe St (*),53,Wells St & Huron St,Subscriber,Male,1968,0
180.76.147.97-10.42.0.42-80-34681-6,9064103,3/30/2022 8:35,3/30/2022 8:38,1797,143,130,Damen Ave & Division St,69,Damen Ave & Pierce Ave,Subscriber,Male,1983,1
10.42.0.211-66.198.178.90-43317-80-6,9064013,3/30/2022 8:31,3/30/2022 8:36,4552,315,286,Franklin St & Quincy St,38,Clark St & Lake St,Subscriber,Male,1981,1
10.42.0.211-23.194.140.128-42239-443-6,9063766,3/30/2022 8:19,3/30/2022 8:24,3017,263,507,Humboldt Blvd & Armitage Ave,123,California Ave & Milwaukee Ave,Subscriber,Male,1987,0
10.42.0.42-114.134.80.163-56828-443-6,9063638,3/30/2022 8:13,3/30/2022 8:17,1503,250,175,Wells St & Polk St,37,Dearborn St & Adams St,Subscriber,Male,1983,0
172.217.12.142-10.42.0.211-443-53304-6,9063630,3/30/2022 8:13,3/30/2022 8:23,1007,612,288,Larrabee St & Armitage Ave,31,Franklin St & Chicago Ave,Subscriber,Male,1985,1
10.42.0.151-31.13.71.7-49847-443-6,9063577,3/30/2022 8:09,3/30/2022 8:20,811,619,224,Halsted St & Willow St,53,Wells St & Huron St,Subscriber,Male,1989,0
10.42.0.151-10.42.0.1-5351-37884-17,9063572,3/30/2022 8:09,3/30/2022 8:18,1379,549,140,Dearborn Pkwy & Delaware Pl,174,Canal St & Madison St,Subscriber,Male,1964,0
10.42.0.211-10.42.0.1-42092-53-17,9063567,3/30/2022 8:09,3/30/2022 8:20,2108,625,49,Dearborn St & Monroe St,59,Wabash Ave & Roosevelt Rd,Subscriber,Male,1970,1
10.42.0.211-104.254.66.16-39880-80-6,9063535,3/30/2022 8:07,3/30/2022 8:40,3556,2022,194,Wabash Ave & Wacker Pl,29,Noble St & Milwaukee Ave,Customer,,1985,0
172.217.10.106-10.42.0.151-443-42725-6,9063514,3/30/2022 8:06,3/30/2022 8:32,3601,1552,305,Western Ave & Division St,38,Clark St & Lake St,Subscriber,Male,1990,1
10.42.0.211-23.206.166.62-52753-80-6,9063473,3/30/2022 8:03,3/30/2022 8:08,2316,278,100,Orleans St & Merchandise Mart Plaza,125,Rush St & Hubbard St,Subscriber,Male,1962,0
172.217.12.170-10.42.0.42-443-46054-6,9063452,3/30/2022 8:02,3/30/2022 8:10,1396,469,43,Michigan Ave & Washington St,99,Lake Shore Dr & Ohio St,Subscriber,Male,1982,1
175.100.207.232-10.42.0.211-80-38117-6,9063444,3/30/2022 8:02,3/30/2022 8:04,4549,120,502,California Ave & Altgeld St,123,California Ave & Milwaukee Ave,Subscriber,Male,1984,0
172.217.9.228-10.42.0.151-443-38555-17,9063305,3/30/2022 7:55,3/30/2022 8:00,2647,275,77,Clinton St & Madison St,134,Peoria St & Jackson Blvd,Subscriber,Male,1983,0
198.11.132.221-10.42.0.151-443-56616-6,9063262,3/30/2022 7:54,3/30/2022 8:01,3852,412,174,Canal St & Madison St,39,Wabash Ave & Adams St,Subscriber,Female,1977,1
10.42.0.211-23.208.168.108-54743-443-6,9063178,3/30/2022 7:50,3/30/2022 7:55,2539,301,69,Damen Ave & Pierce Ave,58,Marshfield Ave & Cortland St,Subscriber,Male,1988,0
182.22.24.124-10.42.0.211-443-45679-6,9063176,3/30/2022 7:50,3/30/2022 7:56,271,353,320,Loomis St & Lexington St,342,Wolcott Ave & Polk St,Subscriber,Male,1981,1
172.217.10.110-10.42.0.151-443-45979-6,9063120,3/30/2022 7:47,3/30/2022 8:01,1221,807,176,Clark St & Elm St,286,Franklin St & Quincy St,Subscriber,Male,1990,1
10.42.0.211-14.29.93.254-34945-80-6,9063115,3/30/2022 7:47,3/30/2022 7:49,3816,132,449,Clark St & Columbia Ave,432,Clark St & Lunt Ave,Subscriber,Male,1987,0
169.47.40.138-10.42.0.211-443-36651-6,9063019,3/30/2022 7:41,3/30/2022 7:44,2665,212,447,Glenwood Ave & Morse Ave,432,Clark St & Lunt Ave,Subscriber,Female,1968,1
180.149.136.194-10.42.0.211-443-33000-6,9062970,3/30/2022 7:37,3/30/2022 7:46,2007,549,66,Clinton St & Lake St,48,Larrabee St & Kingsbury St,Subscriber,Male,1960,0
10.42.0.211-69.147.82.61-52001-443-6,9062931,3/30/2022 7:34,3/30/2022 7:50,4667,990,46,Wells St & Walton St,134,Peoria St & Jackson Blvd,Subscriber,Male,1986,0
174.35.73.111-10.42.0.211-80-36800-6,9062906,3/30/2022 7:31,3/30/2022 7:34,4831,145,289,Wells St & Concord Ln,291,Wells St & Evergreen Ave,Subscriber,Female,1982,1
182.22.25.124-10.42.0.211-443-54108-6,9062873,3/30/2022 7:29,3/30/2022 7:46,4170,1010,207,Emerald Ave & 28th St,37,Dearborn St & Adams St,Subscriber,Female,1971,1
10.42.0.211-10.42.0.1-11510-53-17,9062836,3/30/2022 7:26,3/30/2022 7:32,2746,344,249,Montrose Harbor,245,Clarendon Ave & Junior Ter,Subscriber,Male,1961,1
10.42.0.211-87.240.165.80-43425-80-6,9062832,3/30/2022 7:26,3/30/2022 7:32,3151,394,99,Lake Shore Dr & Ohio St,173,Mies van der Rohe Way & Chicago Ave,Subscriber,Female,1956,0
10.42.0.211-108.174.11.1-36176-443-6,9062821,3/30/2022 7:25,3/30/2022 7:27,1034,148,108,Halsted St & Polk St,109,900 W Harrison St,Subscriber,Male,1950,1
10.42.0.211-10.42.0.1-49970-53-17,9062819,3/30/2022 7:25,3/30/2022 7:36,1938,702,458,Broadway & Thorndale Ave,344,Ravenswood Ave & Lawrence Ave,Subscriber,Male,1986,1
183.79.248.252-10.42.0.151-443-56157-6,9062811,3/30/2022 7:24,3/30/2022 7:42,1595,1076,190,Southport Ave & Wrightwood Ave,48,Larrabee St & Kingsbury St,Subscriber,Male,1991,0
10.42.0.1-10.42.0.42-53-54411-17,9062763,3/30/2022 7:20,3/30/2022 7:28,1454,510,50,Clark St & Congress Pkwy,52,Michigan Ave & Lake St,Subscriber,Male,1967,1
10.42.0.211-10.42.0.1-40413-53-17,9062697,3/30/2022 7:15,3/30/2022 7:24,3351,514,468,Budlong Woods Library,239,Western Ave & Leland Ave,Subscriber,Male,1978,0
10.42.0.211-64.71.142.124-39378-443-6,9062545,3/30/2022 7:01,3/30/2022 7:10,2007,541,23,Orleans St & Elm St (*),66,Clinton St & Lake St,Subscriber,Male,1991,1
10.42.0.151-106.11.15.99-37948-443-6,9062540,3/30/2022 7:00,3/30/2022 7:10,2711,596,255,Indiana Ave & Roosevelt Rd,287,Franklin St & Monroe St,Subscriber,Male,1980,1
10.42.0.211-10.42.0.1-12616-53-17,9062472,3/30/2022 6:51,3/30/2022 6:55,3885,262,326,Clark St & Leland Ave,344,Ravenswood Ave & Lawrence Ave,Subscriber,Male,1985,1
152.163.56.2-10.42.0.42-443-36147-6,9062462,3/30/2022 6:51,3/30/2022 6:58,2438,418,43,Michigan Ave & Washington St,283,LaSalle St & Jackson Blvd,Subscriber,Male,1982,0
172.217.9.238-10.42.0.151-443-36833-6,9062427,3/30/2022 6:46,3/30/2022 6:55,4060,587,59,Wabash Ave & Roosevelt Rd,77,Clinton St & Madison St,Subscriber,Male,1989,1
151.101.45.140-10.42.0.211-443-34463-6,9062406,3/30/2022 6:43,3/30/2022 7:07,1772,1453,300,Broadway & Barry Ave,91,Clinton St & Washington Blvd,Subscriber,Male,1985,1
151.101.21.140-10.42.0.211-443-45995-6,9062404,3/30/2022 6:43,3/30/2022 6:47,1744,276,227,Southport Ave & Waveland Ave,240,Sheridan Rd & Irving Park Rd,Subscriber,Male,1986,0
172.217.12.170-10.42.0.151-443-46857-6,9062319,3/30/2022 6:29,3/30/2022 6:35,1808,381,60,Dayton St & North Ave,58,Marshfield Ave & Cortland St,Subscriber,Male,1982,0
10.42.0.151-52.192.237.93-60551-443-6,9062298,3/30/2022 6:25,3/30/2022 6:42,1069,1028,377,Kedzie Ave & Lake St,54,Ogden Ave & Chicago Ave,Subscriber,Male,1979,1
10.42.0.211-47.88.66.107-60227-443-6,9062244,3/30/2022 6:16,3/30/2022 6:20,3461,267,307,Southport Ave & Clybourn Ave,113,Bissell St & Armitage Ave,Subscriber,Male,1981,0
10.42.0.211-47.93.77.90-38809-443-6,9062198,3/30/2022 6:07,3/30/2022 6:22,4126,904,86,Eckhart Park,142,McClurg Ct & Erie St,Subscriber,Female,1988,0
10.42.0.211-121.12.98.63-32780-80-6,9062183,3/30/2022 6:01,3/30/2022 6:08,1057,404,32,Racine Ave & Congress Pkwy,75,Canal St & Jackson Blvd,Subscriber,Male,1953,0
205.185.216.10-10.42.0.211-80-58581-6,9062180,3/30/2022 6:00,3/30/2022 6:21,1490,1282,334,Lake Shore Dr & Belmont Ave,46,Wells St & Walton St,Subscriber,Male,1993,1
10.42.0.151-23.206.173.182-52781-80-6,9062120,3/30/2022 5:33,3/30/2022 5:42,436,572,22,May St & Taylor St,37,Dearborn St & Adams St,Subscriber,Male,1986,1
